time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.8314,0.6444,-0.187,0.0
0.401,0.8314,0.6444,-0.187,0.0
0.451,0.8303,0.6444,-0.1859,0.0
0.501,0.8311,0.6444,-0.1867,0.0
0.551,0.8303,0.6444,-0.1859,0.0
0.601,0.8303,0.6444,-0.1859,0.0
0.651,0.8303,0.6444,-0.1859,0.0
0.701,0.8303,0.6444,-0.1859,0.0
0.751,0.8303,0.6444,-0.1859,0.0
0.801,0.8303,0.6444,-0.1859,0.0
0.851,0.8303,0.6444,-0.1859,0.0
0.901,0.8307,0.6444,-0.1863,0.0
0.951,0.8306,0.6444,-0.1862,0.0
1.001,0.8307,0.6444,-0.1863,0.0
1.051,0.8306,0.6444,-0.1862,0.0
1.101,0.8305,0.6444,-0.1861,0.0
1.151,0.8306,0.6444,-0.1862,0.0
1.201,0.8306,0.6444,-0.1862,0.0
1.251,0.8305,0.6444,-0.1861,0.0
1.301,0.8306,0.6444,-0.1862,0.0
1.351,0.8306,0.6444,-0.1862,0.0
1.401,0.8306,0.6444,-0.1862,0.0
1.451,0.8307,0.6444,-0.1863,0.0
1.501,0.8307,0.6444,-0.1863,0.0
1.551,0.8307,0.6444,-0.1863,0.0
1.601,0.8306,0.6444,-0.1862,0.0
1.656,0.8306,0.6444,-0.1862,0.0
1.711,0.8305,0.6444,-0.1861,0.0
1.76,0.8305,0.6444,-0.1861,0.0
1.81,0.8305,0.6444,-0.1861,0.0
1.86,0.8305,0.6444,-0.1861,0.0
1.91,0.8305,0.6444,-0.1861,0.0
1.96,0.8305,0.6444,-0.1861,0.0
2.01,0.8305,0.6444,-0.1861,0.0
2.06,0.8305,0.6444,-0.1861,0.0
2.11,0.8305,0.6444,-0.1861,0.0
2.16,0.8305,0.6444,-0.1861,0.0
2.21,0.8305,0.6444,-0.1861,0.0
2.26,0.8306,0.6444,-0.1862,0.0
2.31,0.8306,0.6444,-0.1862,0.0
2.36,0.8306,0.6444,-0.1862,0.0
2.41,0.8306,0.6444,-0.1862,0.0
2.46,0.8306,0.6444,-0.1862,0.0
2.51,0.8307,0.6444,-0.1863,0.0
2.56,0.8307,0.6444,-0.1863,0.0
2.61,0.8307,0.6444,-0.1863,0.0
